id	BTAS	MTAS
PCHAS_0312800	6.5244922	2.9429405
PCHAS_0312900	73.3489274	52.9470863333333
PCHAS_0313000	98.6504724	71.8850605
PCHAS_0313100	95.8309544	144.225527
PCHAS_0313200	218.3161198	105.514316333333
PCHAS_0313300	37.1341506	23.9891015
PCHAS_0313400	19.1672976	12.3795363333333
PCHAS_0313500	11.6697646	10.5588826666667
PCHAS_0313600	35.9568584	25.3972448333333
PCHAS_0313700	180.1411952	131.925675833333
PCHAS_0313800	31.6473824	36.1262435
PCHAS_0313900	207.4953866	169.232783166667
PCHAS_0314000	111.7456054	120.9476785
PCHAS_0314100	13.34713	5.92533433333333
PCHAS_0314200	76.6425882	69.6967561666667
PCHAS_0314300	46.306892	38.9161548333333
PCHAS_0314400	68.0971884	65.5312658333333
PCHAS_0314500	73.681595	82.6850005
PCHAS_0314600	99.0829252	147.462793
PCHAS_0314700	45.732156	47.5892056666667
PCHAS_0314800	21.0616602	8.32132183333333
PCHAS_0314900	10.9026932	6.6682895
PCHAS_0315000	35.8642162	27.4572155
PCHAS_0315100	16.595111	12.7731628333333
PCHAS_0315200	56.707998	53.5425426666667
PCHAS_0315300	0.8527544	0.693985666666667
PCHAS_0315400	321.5735312	260.2468415
PCHAS_0315500	2.4334836	1.53463333333333
PCHAS_0315600	35.399612	27.6267441666667
PCHAS_0315700	5.9131138	3.857346
PCHAS_0315800	7.028421	3.42203316666667
PCHAS_0315900	465.7879644	483.7226675
PCHAS_0316000	3.4007624	2.56392333333333
PCHAS_0316100	52.254894	35.2855986666667
PCHAS_0316200	72.0816902	53.022916
PCHAS_0316300	208.3833006	219.142945
PCHAS_0316400	37.7616478	37.8578258333333
PCHAS_0316500	74.3776148	41.063693
PCHAS_0316600	539.029793	391.502889666667
PCHAS_0316700	76.7493066	52.6235601666667
PCHAS_0316800	333.8987436	280.48461
PCHAS_0316900	18.9962402	7.5497025
PCHAS_0317000	3.0952266	1.02595133333333
PCHAS_0317100	14.4122366	6.18235866666667
PCHAS_0317200	38.4118392	32.7794258333333
PCHAS_0317300	369.000518	230.867599
PCHAS_0317400	51.6512336	52.0751916666667
PCHAS_0317500	71.3478642	64.8348746666667
PCHAS_0317600	18.9886578	6.04750166666667
PCHAS_0317700	1200.1059054	1040.17947266667
PCHAS_0317800	70.9396472	44.3502695
PCHAS_0317900	2598.6258126	1816.01481083333
PCHAS_0318000	48.8514148	22.0613701666667
PCHAS_0318100	208.9537604	247.867861666667
PCHAS_0318200	401.2749732	272.258292666667
PCHAS_0318300	111.8869538	108.226757
PCHAS_0318400	307.754595	356.117434666667
PCHAS_0318500	4.33274	13.2878006666667
PCHAS_0318600	6.6165372	4.81031183333333
PCHAS_0318700	73.9821644	113.187875
PCHAS_0318800	14.385967	7.34833366666667
PCHAS_0318900	7.2694952	10.0697613333333
PCHAS_0319000	2.3549032	1.51252516666667
PCHAS_0319100	1.231824	4.624447
PCHAS_0319200	9.4475786	9.74748383333333
PCHAS_0319300	0.4485818	16.2214653333333
PCHAS_0319400	1.2318544	2.161853
PCHAS_0319500	3.764326	8.72010583333333
PCHAS_0319600	2.63431	46.1299443333333
PCHAS_0319700	16.4790706	73.8000103333333
PCHAS_0319800	7.552605	26.6515011666667
PCHAS_0319900	6.1380826	99.762002
PCHAS_0320000	6.8025466	53.3130055
PCHAS_0320100	2.014276	26.0787725
PCHAS_0320200	6.920852	62.473298
PCHAS_0320300	6.0608338	17.8312596666667
PCHAS_0320400	17.5995752	14.9212813333333
PCHAS_0320500	22.8640158	11.4507135
PCHAS_0400101	13.0219476	191.789883166667
PCHAS_0400111	3.4037414	314.1256535
PCHAS_0400121	7.5635128	307.070700166667
PCHAS_0400200	3.636624	249.5227855
PCHAS_0400300	5.9239668	574.145099833333
PCHAS_0400400	2.636256	305.268072333333
PCHAS_0400500	3.6043146	561.002385833333
PCHAS_0400600	5.3736244	22.6880273333333
PCHAS_0400700	18.2845706	8.81190616666667
PCHAS_0400800	0.8433002	0.3980525
PCHAS_0400900	984.076288	764.611247166667
PCHAS_0401000	376.8122272	755.167151333333
PCHAS_0401100	4.9257942	117.154022333333
PCHAS_0401200	4.219691	30.8955761666667
PCHAS_0401300	9.7308702	7.68375283333333
PCHAS_0401400	0.1317812	0.0725108333333333
PCHAS_0401500	3.9816512	10.5491096666667
PCHAS_0401600	72.263938	41.5697055
PCHAS_0401700	56.976762	37.6424305
PCHAS_0401800	19.1770874	10.8931806666667
PCHAS_0401900	108.264056	108.140447666667
PCHAS_0402000	56.0214266	60.0507245
PCHAS_0402100	57.1590294	46.9280323333333
PCHAS_0402200	202.2578378	168.682322333333
PCHAS_0402300	81.1826306	54.6444745
PCHAS_0402400	413.2800098	420.121431833333
PCHAS_0402500	52.19662	51.8060141666667
PCHAS_0402600	34.6987676	26.128609
PCHAS_0402700	77.7981042	96.6165981666667
PCHAS_0402800	129.179297	97.4075818333333
PCHAS_0402900	18.4931478	22.2623895
