id	BTCB.1	BTCB.2	BTCB.3	BTCB.4	BTCB.5	BTCB.6	MTCB.1	MTCB.2	MTCB.3	MTCB.4	MTCB.5	MTCB.6
PCHCB_0306300	614	625	1151	492	909	740	405	200	317	437	330	324
PCHCB_0306400	30	70	92	46	99	111	23	26	54	59	55	66
PCHCB_0306500	531	561	1068	425	793	664	489	374	510	784	327	532
PCHCB_0306600	10130	9848	12719	9786	7910	9130	14263	8926	4609	12466	7555	13928
PCHCB_0306700	1627	1499	2202	1326	1497	1529	2729	917	994	1403	1173	1686
PCHCB_0306800	109	104	260	107	130	140	161	98	128	277	102	184
PCHCB_0306900	20	11	16	10	14	15	25	7	19	15	17	12
PCHCB_0307000	5180	4290	4247	4894	2864	3065	9749	2312	1388	1672	2920	3849
PCHCB_0307100	12150	11184	12213	10992	8717	7351	21565	5983	3546	5651	7046	9700
PCHCB_0307200	20540	20176	16342	17811	12174	11191	55520	13334	7164	6883	14295	20547
PCHCB_0307300	21222	19755	17674	18210	11843	12677	54705	11534	6977	5432	13650	18641
PCHCB_0307400	2970	2482	4726	2718	2539	1944	2298	1077	1576	2855	2213	2160
PCHCB_0307500	250	362	706	315	520	535	294	201	230	425	221	349
PCHCB_0307600	828	748	1723	765	1245	1226	807	496	874	1298	775	855
PCHCB_0307700	229	242	440	201	325	333	212	121	314	382	195	233
PCHCB_0307800	163	218	401	180	320	164	236	166	128	309	179	232
PCHCB_0307900	1160	1034	1822	1139	943	916	1390	504	581	1126	809	960
PCHCB_0308000	166	175	366	120	179	194	130	123	163	329	154	224
PCHCB_0308100	264	262	565	219	304	309	264	205	350	543	267	311
PCHCB_0308200	503	965	850	597	606	1172	234	161	40	95	78	165
PCHCB_0308300	473	781	903	491	580	1036	189	162	35	44	78	109
PCHCB_0308400	653	720	1376	569	1078	837	558	478	583	1021	611	756
PCHCB_0308500	207	213	414	173	292	268	176	173	215	354	202	245
PCHCB_0308600	332	353	608	260	387	421	245	269	355	656	319	430
PCHCB_0308700	268	356	638	255	560	453	197	290	371	512	287	426
PCHCB_0308800	11	13	16	19	12	7	28	11	9	8	8	17
PCHCB_0308900	2153	1974	1995	1919	1426	1703	6682	2272	1236	1472	2101	3197
PCHCB_0309000	5086	4571	9334	4705	6094	5003	3863	2515	3194	6513	3777	4835
PCHCB_0309100	5595	5494	8009	5480	4584	5211	5465	3603	2561	6807	3827	6471
PCHCB_0309200	4297	4794	6961	4055	5502	5041	4642	4021	2801	7796	3466	6785
PCHCB_0309300	9041	6848	10435	8959	5724	5864	8324	2949	2523	6013	5156	5659
PCHCB_0309400	1350	1145	2097	1222	1332	1191	1691	893	884	2290	1140	1574
PCHCB_0309500	483	429	762	408	507	522	490	331	404	965	464	582
PCHCB_0309600	251	292	499	241	420	367	291	176	305	387	216	380
PCHCB_0309700	291	549	437	263	375	531	1631	403	288	209	172	556
PCHCB_0309800	233	301	379	151	284	365	443	234	181	280	162	337
PCHCB_0309900	83	73	141	46	104	62	42	28	78	63	33	49
PCHCB_0310000	4247	3710	5830	4115	3500	3506	4123	1752	1567	3475	2659	3292
PCHCB_0310100	234	216	523	191	336	331	296	153	290	420	196	277
PCHCB_0310200	1021	1248	1888	1199	1017	1107	1306	755	762	1516	903	1144
PCHCB_0310300	598	569	948	552	638	615	579	467	438	1128	601	752
PCHCB_0310400	5	0	4	4	0	0	0	4	0	4	1	5
PCHCB_0310500	868	642	1145	686	672	632	845	373	404	985	659	732
PCHCB_0310600	189	203	423	183	157	199	259	136	214	480	233	283
PCHCB_0310700	861	708	1359	635	783	768	666	344	526	1128	672	833
PCHCB_0310800	2194	2237	4206	1893	2772	2298	1931	1498	1844	3623	1921	2520
PCHCB_0310900	212	226	363	173	201	205	288	144	140	296	163	224
PCHCB_0311000	487	435	767	357	320	386	749	314	262	564	309	582
PCHCB_0311100	1192	880	1674	1299	1077	945	1125	531	511	1291	860	954
PCHCB_0311200	714	742	1384	654	921	735	756	483	585	1268	589	858
PCHCB_0311300	2322	2233	3523	2111	2501	2242	2186	1520	1392	2946	1773	2629
PCHCB_0311400	9975	7311	11953	10288	9039	8942	10536	3470	4304	8746	6416	7062
PCHCB_0311500	17079	11408	17842	17500	10472	11915	14977	3548	3832	8601	7653	7588
PCHCB_0311600	134	222	208	111	206	230	589	285	112	120	99	329
PCHCB_0311700	383	307	716	238	401	362	298	206	318	706	311	358
PCHCB_0311800	385	489	845	386	556	416	467	317	414	860	500	609
PCHCB_0311900	215	254	466	178	375	321	241	137	189	356	175	254
PCHCB_0312000	132	137	183	120	152	163	113	79	132	223	199	142
PCHCB_0312100	1237	1165	1945	1036	1422	1298	1167	860	855	2006	1011	1582
PCHCB_0312200	294	288	482	243	441	428	302	235	248	563	251	426
PCHCB_0312300	144	125	167	69	149	105	107	103	119	218	104	95
PCHCB_0312400	109	122	265	103	122	100	128	90	69	159	90	99
PCHCB_0312500	93	124	214	93	184	124	114	46	133	142	92	92
PCHCB_0312600	84	126	151	91	129	152	60	45	36	62	42	42
PCHCB_0312700	258	302	601	254	375	291	270	239	284	577	269	409
PCHCB_0312800	87	110	89	64	47	66	68	24	27	51	38	26
PCHCB_0312900	1066	1102	1921	947	1692	1225	790	523	678	1086	705	899
PCHCB_0313000	1272	1321	2800	1094	2066	1520	957	655	1249	1428	1046	1183
PCHCB_0313100	5592	4537	8485	5509	4981	3610	3844	1401	1735	4278	3258	2692
PCHCB_0313200	973	951	1713	903	1167	992	984	892	852	2351	910	1531
PCHCB_0313300	401	419	939	364	672	597	304	212	355	431	312	339
PCHCB_0313400	127	123	232	112	159	176	191	107	158	261	126	151
PCHCB_0313500	385	546	533	365	461	468	1623	480	191	184	193	583
PCHCB_0313600	126	202	195	116	166	194	689	233	104	75	70	254
PCHCB_0313700	4429	4589	8284	4374	6377	6099	6307	2578	3351	5650	3598	4484
PCHCB_0313800	644	795	588	574	513	600	2005	490	227	193	283	655
PCHCB_0313900	4997	4482	8573	4663	5663	4701	4616	2967	3638	7642	3996	5597
PCHCB_0314000	832	779	1365	805	723	841	1420	552	571	915	674	962
PCHCB_0314100	58	61	58	67	38	58	115	36	25	57	21	42
PCHCB_0314200	1319	1003	2107	1193	1181	1000	1073	540	768	1551	1052	1125
PCHCB_0314300	615	530	1248	573	686	606	588	286	480	824	572	514
PCHCB_0314400	695	637	1029	639	671	621	721	328	396	755	564	738
PCHCB_0314500	3439	3116	5961	3105	3957	2920	2747	1593	1529	3441	2523	2653
PCHCB_0314600	4025	3270	3508	4043	2378	2612	5345	1480	895	1518	2199	2631
PCHCB_0314700	213	231	232	229	132	191	865	359	188	249	297	486
PCHCB_0314800	227	657	243	346	232	317	250	100	32	29	89	118
PCHCB_0314900	191	162	412	126	250	204	181	90	188	233	117	173
PCHCB_0315000	147	92	312	93	143	135	101	73	155	196	112	126
PCHCB_0315100	273	286	508	217	407	326	204	104	243	261	180	174
PCHCB_0315200	1072	956	1814	868	1047	974	948	429	745	1303	809	812
PCHCB_0315300	495	466	464	605	221	313	238	74	95	117	118	159
PCHCB_0315400	4484	3968	5735	4126	3416	3586	5496	2756	2202	4499	2982	4887
PCHCB_0315500	45	63	61	52	61	74	153	51	23	19	27	49
PCHCB_0315600	496	480	504	377	297	438	1649	473	279	318	284	594
PCHCB_0315700	64	66	55	41	34	48	95	22	26	32	34	44
PCHCB_0315800	115	79	121	91	66	96	125	42	35	101	54	104
PCHCB_0315900	7604	6745	10072	7351	5986	5635	6623	3236	2931	7008	5103	6290
PCHCB_0316000	125	163	268	106	220	177	116	53	113	105	78	105
PCHCB_0316100	119	181	265	116	160	153	221	139	104	250	135	201
PCHCB_0316200	315	372	696	305	446	393	405	262	298	656	335	444
PCHCB_0316300	2719	2743	2938	2590	2049	1992	5044	1846	1141	2223	2162	3041
PCHCB_0316400	1350	1206	1704	1181	1120	1083	2291	618	705	1058	969	1186
PCHCB_0316500	410	347	673	348	467	412	480	335	320	735	355	616
PCHCB_0316600	1567	1433	1780	1460	1641	1696	1061	698	761	1913	1129	1732
PCHCB_0316700	751	906	1446	750	1354	1218	917	422	488	1090	574	795
PCHCB_0316800	2773	2491	3811	2487	2215	2331	2864	1582	1394	3439	2071	2952
PCHCB_0316900	42	72	74	20	53	52	48	30	14	49	31	44
PCHCB_0317000	33	31	57	33	65	46	37	2	5	9	5	15
PCHCB_0317100	68	62	176	61	115	118	64	32	88	71	56	39
PCHCB_0317200	461	496	858	388	711	666	415	191	310	519	337	361
PCHCB_0317300	896	862	1592	689	896	825	1003	635	524	1435	711	1001
PCHCB_0317400	2748	2335	4733	2362	3468	2980	2096	1178	1707	3406	1823	2122
PCHCB_0317500	978	853	1637	841	856	895	939	310	451	781	514	560
PCHCB_0317600	132	273	159	125	128	161	115	86	63	79	105	122
PCHCB_0317700	1979	1833	2618	1690	1972	1838	1636	1137	1009	2746	1525	2376
PCHCB_0317800	171	209	431	200	249	254	281	118	119	355	143	176
PCHCB_0317900	4389	4514	3537	4331	5030	5675	6999	3292	1110	5674	2940	5527
PCHCB_0318000	202	202	396	140	237	224	174	95	186	287	167	212
PCHCB_0318100	5334	4446	7017	5273	3623	3744	5671	1913	2007	3977	3238	3709
PCHCB_0318200	2121	2714	5039	2052	3503	3205	2712	1693	2140	3256	1707	2616
PCHCB_0318300	9599	14447	16157	8324	18408	12047	8373	3837	1904	3762	3134	6783
PCHCB_0318400	3204	3263	3792	2984	2243	2887	7016	2407	1327	1928	2214	3522
PCHCB_0318500	73	29	101	72	18	26	43	18	6	50	23	30
PCHCB_0318600	32	58	61	17	79	77	82	24	34	16	10	27
PCHCB_0318700	6812	5423	5577	6155	4052	5048	16586	4091	2758	2873	4152	6342
PCHCB_0318800	99	65	114	83	83	101	121	97	86	144	77	77
PCHCB_0318900	1088	2222	2669	1292	3747	3278	457	239	238	348	170	374
PCHCB_0319000	1	33	43	9	42	14	127	54	53	110	37	77
PCHCB_0319100	32	10	5	18	12	21	20	13	23	58	30	38
PCHCB_0319200	7	12	8	9	18	15	190	106	75	191	74	129
PCHCB_0319300	7	32	39	19	33	51	687	147	101	61	75	334
PCHCB_0319400	2	11	9	0	10	2	164	113	72	473	290	367
PCHCB_0319500	0	0	0	0	0	0	109	69	40	190	238	263
PCHCB_0319600	2	61	66	59	29	24	5877	2508	599	3682	3431	4107
PCHCB_0319700	72	59	111	120	98	110	5356	2731	1174	8020	5494	5250
PCHCB_0319800	37	8	32	12	22	34	1762	1506	898	6515	2250	2652
PCHCB_0319900	33	67	22	20	22	53	6427	3636	1772	15147	7568	8234
PCHCB_0320100	13	15	22	10	16	5	2148	1293	469	3901	1792	2333
PCHCB_0320200	35	41	19	10	32	24	3862	2436	945	8859	4356	4995
PCHCB_0320300	69	32	68	38	45	49	969	684	379	2393	1119	1624
PCHCB_0320400	130	121	168	89	14	43	312	183	69	300	287	575
PCHCB_0320500	232	313	430	108	529	406	66	35	78	39	20	73
PCHCB_0400010	179	360	610	261	407	513	285	215	279	355	202	258
PCHCB_0400020	35	13	32	29	27	37	522	307	163	536	475	529
PCHCB_0400030	29	23	22	22	48	42	3824	1188	1215	3416	3936	2950
PCHCB_0400040	31	23	118	56	44	85	2499	1000	882	3210	2656	2456
PCHCB_0400050	37	39	119	21	33	26	3759	1384	1191	4437	3823	2814
PCHCB_0400060	57	52	43	10	62	42	7089	2514	1774	5910	5995	5061
PCHCB_0400070	44	26	75	16	25	42	1527	576	1015	2024	1526	1341
PCHCB_0400080	154	228	103	117	94	60	5182	1379	820	1959	2865	2172
PCHCB_0400090	3	10	27	32	42	23	173	33	87	178	150	167
PCHCB_0400100	367	305	452	339	392	354	215	123	94	218	357	336
PCHCB_0400200	60	59	147	54	57	38	4719	2402	1025	8046	4321	4034
PCHCB_0400700	51	42	45	23	43	56	25	19	16	42	25	33
PCHCB_0400750	145	87	107	132	109	53	49	19	24	74	29	45
PCHCB_0400900	6211	5687	6604	6107	3701	4632	5996	3024	1659	4627	2793	5682
PCHCB_0401000	1722	1550	2219	1571	1017	1166	3193	1571	930	3394	1966	2808
PCHCB_0401100	359	357	273	403	230	271	360	223	81	301	197	236
PCHCB_0401110	21	18	34	15	45	32	217	107	43	89	60	161
PCHCB_0401120	76	58	101	66	90	87	98	58	65	179	58	130
PCHCB_0401130	9	16	10	1	9	9	4	0	2	7	0	3
PCHCB_0401140	234	194	223	204	247	277	662	306	229	423	259	326
PCHCB_0401300	4	2	17	5	4	12	108	37	45	91	82	46
PCHCB_0401400	0	1	1	4	11	4	4	0	0	4	0	2
PCHCB_0401500	212	291	401	209	389	441	321	213	251	398	169	386
PCHCB_0401600	382	262	458	278	262	240	305	255	140	303	186	339
PCHCB_0401700	196	678	608	270	1086	925	445	244	108	75	76	283
PCHCB_0401800	153	131	263	127	132	123	169	78	163	237	111	140
PCHCB_0401900	1845	1511	2279	1747	1699	1486	1909	791	851	1915	1385	1525
PCHCB_0402000	2708	2376	3964	2504	3297	2843	1967	963	1053	2327	1608	1855
PCHCB_0402100	2197	1629	2714	1896	1552	1508	1768	610	928	1924	1350	1228
PCHCB_0402200	799	782	1071	736	768	795	995	590	501	1264	668	1055
PCHCB_0402300	939	764	1266	953	895	686	854	375	355	830	640	647
PCHCB_0402400	16273	13459	20595	16064	13820	13152	17446	7007	6972	15391	11350	12785
PCHCB_0402500	1055	1021	2182	1000	1296	1080	790	460	714	1475	722	939
PCHCB_0402600	1326	1219	2498	1168	1409	1268	1074	592	782	1760	1002	1147
PCHCB_0402700	3145	2619	4303	2976	2588	2516	3664	1347	1281	2779	2052	2502
PCHCB_0402800	453	436	808	411	501	530	340	393	359	915	413	674
PCHCB_0402900	240	203	251	225	177	193	896	255	170	199	238	321
PCHCB_0403000	7410	5370	9025	7083	5094	5516	7494	2533	2527	6169	4278	4719
PCHCB_0403100	143	126	216	72	125	98	100	77	137	170	147	121
PCHCB_0403200	2997	2827	5271	2951	3158	2759	2919	1917	1865	4660	2691	3504
PCHCB_0403300	1491	1331	2656	1457	1565	1404	1398	650	832	1987	1139	1293
PCHCB_0403400	52	145	127	80	74	110	70	63	34	47	45	45
PCHCB_0403500	7	3	4	2	1	2	12	0	3	3	2	7
PCHCB_0403600	596	1279	651	616	689	997	1869	621	267	236	272	670
PCHCB_0403700	4585	4535	7138	4651	4545	4732	6563	3160	2494	5232	3202	4789
PCHCB_0403800	1196	1056	1952	964	1178	1133	1010	485	933	1565	980	960
PCHCB_0403900	5068	5424	13061	4704	6356	6124	7321	4715	4870	10104	4272	7215
PCHCB_0404000	225	208	301	156	250	228	239	165	160	347	157	294
PCHCB_0404100	3	3	6	2	3	2	2	3	0	5	2	4
PCHCB_0404200	72	87	203	50	158	139	55	36	77	40	17	37
PCHCB_0404300	279	294	504	231	321	338	342	178	180	485	207	280
PCHCB_0404400	948	841	1244	879	748	754	1225	600	403	899	642	895
PCHCB_0404500	5229	3607	6139	4767	3270	3293	4371	1545	1650	4309	3415	3493
PCHCB_0404600	506	774	693	418	648	689	1243	298	257	260	274	513
PCHCB_0404700	5016	5595	10246	4750	8084	7181	4865	3424	3967	7638	3644	5079
PCHCB_0404800	630	636	811	707	607	655	631	349	373	1021	516	603
PCHCB_0404900	8188	6657	12712	7460	11405	9970	6442	3965	5589	10553	5857	7074
PCHCB_0405000	3577	3330	4117	3653	2386	2720	5586	1948	1342	2533	2375	3301
PCHCB_0405100	913	876	1766	767	1338	1193	963	797	782	1884	776	1340
PCHCB_0405200	43	50	60	36	40	63	39	20	10	21	14	40
PCHCB_0405300	1950	1844	2185	1811	1660	1678	2584	1661	874	2808	1357	2642
PCHCB_0405400	983	865	1772	878	895	869	1009	465	552	1011	713	823
PCHCB_0405500	353	330	753	231	430	384	328	197	328	536	318	377
PCHCB_0405600	2009	2142	4097	2104	2273	2162	1994	1898	1536	3557	1790	2600
PCHCB_0405700	13058	11031	16836	12818	9988	8980	12657	5497	4197	9503	8134	9820
PCHCB_0405800	3091	2963	5087	2835	2921	3004	3751	2065	1980	4350	2390	3545
PCHCB_0405900	535	680	1065	493	585	708	601	395	461	887	483	635
PCHCB_0406000	337	327	437	288	317	357	336	272	200	639	306	545
PCHCB_0406100	2132	2150	4793	1751	3303	2611	1686	1416	1896	2766	1557	2239
PCHCB_0406200	3954	4124	6146	3439	4727	4468	4364	3066	2550	6400	3009	5513
PCHCB_0406300	3900	4128	7553	3284	4864	4832	3546	3331	3371	7444	3417	5640
PCHCB_0406400	7908	7660	12996	7451	9157	8333	7264	4838	4787	10182	5881	8574
PCHCB_0406500	215	313	257	189	215	278	714	235	126	108	127	326
PCHCB_0406600	282	254	593	221	341	282	249	137	289	482	258	307
PCHCB_0406700	1403	1354	1793	1326	1071	1215	2220	917	655	1298	966	1407
PCHCB_0406800	1197	1121	1674	997	835	875	1597	647	596	1169	884	1116
PCHCB_0406900	6800	5287	6887	6834	4061	3776	6864	1944	1283	2401	2829	3445
PCHCB_0407000	581	540	1058	529	724	621	488	309	420	776	432	548
PCHCB_0407100	70	98	114	81	85	143	27	41	15	28	26	46
PCHCB_0407200	911	802	1455	697	975	814	859	595	631	1540	837	1169
PCHCB_0407300	1211	1140	1099	1040	774	1044	3614	771	447	431	614	1110
PCHCB_0407400	2098	2248	4686	1760	3355	2709	1832	1367	2175	3151	1773	2330
PCHCB_0407500	96	191	224	108	175	227	542	247	107	87	70	214
PCHCB_0407600	160	211	391	130	245	244	183	202	228	329	129	249
PCHCB_0407700	2882	2453	4048	2682	2303	2091	2710	1256	1322	2734	1915	2229
PCHCB_0407800	188	339	326	235	267	331	858	225	124	99	118	295
PCHCB_0407900	167	148	331	210	225	191	194	109	138	359	151	213
PCHCB_0408000	4992	4118	6663	4786	4273	3683	3845	1800	1869	4521	2898	3577
PCHCB_0408100	376	338	765	316	468	424	315	185	250	582	340	403
PCHCB_0408200	13	69	46	23	29	42	21	19	1	11	6	12
PCHCB_0408300	3831	2871	3660	3846	1989	2176	3848	1203	807	1574	1757	2342
PCHCB_0408400	549	503	814	470	578	546	576	214	247	479	379	502
PCHCB_0408500	1949	1920	3673	1614	2950	2355	1477	1402	1746	2922	1584	2364
PCHCB_0408600	5121	5383	8201	4932	7221	6417	6406	5562	3375	11051	4161	8654
PCHCB_0408700	156	164	302	111	214	139	131	68	176	220	115	177
PCHCB_0408800	157	164	368	147	192	156	155	146	166	338	182	187
PCHCB_0408900	674	601	1226	576	1017	829	541	396	635	1046	630	656
PCHCB_0409000	148	182	405	115	205	197	147	145	173	403	198	269
PCHCB_0409100	2	11	10	3	7	6	19	4	6	6	5	7
PCHCB_0409200	1404	1776	3123	1233	3174	2638	967	614	1019	1119	746	1039
PCHCB_0409300	1825	1443	2683	1565	1707	1466	1420	627	845	1674	1118	1166
PCHCB_0409400	1545	1284	1523	1443	948	1159	3503	760	649	633	984	1222
PCHCB_0409500	318	359	798	221	468	475	318	276	331	586	233	350
PCHCB_0409600	874	901	1527	765	812	876	1217	452	656	1192	661	904
PCHCB_0409700	1004	957	1374	1017	1155	1023	1405	766	626	1332	804	1115
PCHCB_0409800	2306	1923	2859	2301	1727	1966	3646	1144	967	1752	1653	1992
PCHCB_0409900	238	155	336	199	155	152	195	87	91	188	143	171
PCHCB_0410000	508	400	873	416	479	376	345	197	233	497	320	397
PCHCB_0410100	1024	850	1498	734	1068	1003	738	476	617	1328	763	813
PCHCB_0410200	1486	1287	2699	1276	1808	1450	1071	599	875	1610	1097	1247
PCHCB_0410300	650	607	947	549	772	686	247	20	19	37	70	57
PCHCB_0410400	239	398	1236	227	1042	851	479	379	508	885	240	554
PCHCB_0410500	328	316	617	252	444	402	258	172	388	475	255	329
PCHCB_0410600	73	207	74	103	69	107	65	67	30	27	31	61
PCHCB_0410700	7382	6633	11563	7264	5944	6101	7876	3037	3398	6971	4811	5690
PCHCB_0410800	140	164	290	109	165	163	227	113	162	239	153	152
PCHCB_0410900	117	145	231	79	144	147	130	117	128	211	98	176
PCHCB_0411000	730	836	1162	746	915	701	1211	577	446	925	692	1015
PCHCB_0411100	336	245	496	333	326	303	275	102	177	386	244	264
PCHCB_0411200	3320	2880	5881	3260	3263	3348	3286	1666	2123	4834	2439	3132
PCHCB_0411300	6357	5818	6235	6154	3762	4617	10543	3789	1979	3948	3922	5878
PCHCB_0411400	5134	5154	7106	5239	4399	4587	6070	2519	2113	3689	3156	3978
PCHCB_0411500	3805	3828	8216	3493	4409	4010	3710	3221	3251	6460	3239	5033
PCHCB_0411550	51	24	37	19	28	25	37	8	28	34	23	35
PCHCB_0411600	192	163	447	151	223	199	193	96	172	338	181	185
PCHCB_0411700	1134	977	2014	1051	1111	975	815	426	723	1355	883	1101
PCHCB_0411800	443	333	775	356	336	357	489	224	262	445	350	325
PCHCB_0411900	566	424	803	533	388	403	480	176	293	474	430	357
PCHCB_0412000	390	374	666	312	492	418	309	230	303	556	312	355
PCHCB_0412100	81	98	212	60	149	123	98	64	85	154	75	77
PCHCB_0412200	59	80	112	35	82	105	33	13	6	16	15	41
PCHCB_0412300	1683	1578	2346	1610	1297	1354	1684	864	878	1876	1387	1470
PCHCB_0412400	2556	2109	3356	2315	1830	1840	2694	998	1115	2140	1658	1936
PCHCB_0412500	267	362	465	257	261	248	380	102	152	332	232	227
PCHCB_0412600	768	734	1584	714	824	798	764	578	694	1423	681	1016
PCHCB_0412700	718	663	1278	645	690	664	947	522	472	1069	586	847
PCHCB_0412800	590	507	807	524	496	475	836	325	278	687	433	534
PCHCB_0412850	1384	1027	1876	1354	1205	1180	1802	595	913	1674	1103	1266
PCHCB_0412900	552	422	661	476	398	412	619	261	355	657	470	490
PCHCB_0413000	563	679	1377	463	959	897	507	365	579	976	446	618
PCHCB_0413100	1227	1259	2093	1144	1368	1391	1469	916	863	1588	952	1294
PCHCB_0413200	246	219	346	199	209	202	329	177	150	331	211	291
PCHCB_0413300	27	23	17	17	19	19	42	9	12	26	12	22
PCHCB_0413400	172	209	220	150	135	174	721	147	126	116	130	237
PCHCB_0413500	608	536	1223	552	664	619	771	491	568	1074	607	737
PCHCB_0413600	450	440	808	484	451	452	423	273	366	775	363	496
PCHCB_0413700	1299	1421	2280	1189	1802	1552	1293	1060	877	2681	1218	1834
PCHCB_0413800	51	68	63	54	57	46	36	20	17	40	31	36
PCHCB_0413900	48	58	97	70	66	101	36	20	15	33	17	21
PCHCB_0414100	3050	2760	4047	2987	2620	2615	3704	1865	1191	3076	2054	3126
PCHCB_0414200	226	169	435	154	303	206	155	115	220	317	171	212
PCHCB_0414300	361	464	545	283	674	694	327	30	19	73	65	64
PCHCB_0414400	162	161	167	119	165	157	146	68	44	149	90	94
PCHCB_0414500	785	762	1646	690	952	907	852	422	461	964	748	717
PCHCB_0414600	32	36	52	31	38	25	16	19	17	55	20	34
PCHCB_0414700	26	28	61	21	56	31	33	35	34	45	44	39
PCHCB_0414800	549	467	925	479	593	549	548	344	452	966	535	604
PCHCB_0414900	1329	1083	2181	1343	1179	1111	1304	477	808	1695	1048	962
PCHCB_0415000	607	540	1021	527	530	601	576	268	389	647	404	528
PCHCB_0415100	575	510	1038	497	622	537	471	284	387	779	496	507
PCHCB_0415200	1718	1496	2224	1813	1250	1437	2281	836	606	1128	905	1208
PCHCB_0415300	6718	5933	7227	6140	4804	4914	6949	3601	2282	5747	3817	6605
PCHCB_0415400	634	654	1263	457	1066	899	520	392	562	925	452	679
PCHCB_0415500	3816	4089	6785	3506	4917	4825	3570	2793	2620	6349	3137	4651
PCHCB_0415600	891	1677	1915	955	2628	2405	1134	643	380	743	458	934
PCHCB_0415700	1512	1630	2080	1596	1385	1417	1617	789	530	1294	851	1383
PCHCB_0415800	63	53	48	41	38	39	79	31	13	40	31	39
PCHCB_0415900	1722	1447	2443	1759	1221	1345	1826	690	616	1276	1058	1155
PCHCB_0416000	737	696	1039	736	534	620	1064	410	350	669	508	631
PCHCB_0416100	640	670	811	595	413	524	1178	543	322	704	467	965
PCHCB_0416200	2825	2281	3414	2749	2181	2136	3194	1065	1099	2144	1603	2101
PCHCB_0416300	15236	11742	16080	15723	8305	9058	11194	3666	3252	7633	6844	7834
PCHCB_0416400	7188	6136	10680	6631	6529	5553	5798	2988	3559	7629	5403	6023
PCHCB_0416500	1059	917	1681	1067	1045	843	910	331	406	763	600	677
PCHCB_0416600	1013	975	1124	1019	716	785	1325	757	447	1055	719	1174
PCHCB_0416700	42	77	92	50	59	56	40	10	20	35	26	31
PCHCB_0416800	356	383	519	355	293	388	1100	396	221	489	260	574
PCHCB_0416900	126349	107021	143328	124051	87811	85964	139795	50015	40436	94869	74697	91689
PCHCB_0417000	1316	1355	1705	1216	1224	2151	917	381	310	480	349	648
PCHCB_0417100	504	622	1160	509	1003	855	425	287	547	627	338	470
PCHCB_0417200	9721	7431	10554	9858	7394	7310	9541	3721	2571	6316	5509	6476
PCHCB_0417300	1253	1195	2038	1200	980	1113	1111	575	650	1420	926	1003
PCHCB_0417400	5262	3785	7975	4780	4607	3837	3639	1690	2077	5096	3315	3450
PCHCB_0417500	4360	3946	5378	4402	3075	3406	5131	2066	1597	3770	3070	3505
PCHCB_0417600	3187	3088	5173	2982	2343	3029	4659	2228	1951	3485	2314	3586
PCHCB_0417700	5750	4888	8977	5668	6124	5189	4532	2370	2813	5733	3911	4251
PCHCB_0417800	344	366	771	266	480	414	294	331	428	782	366	588
PCHCB_0417900	682	799	1375	722	918	887	745	530	619	1368	685	854
PCHCB_0418000	40	27	29	32	24	22	41	11	14	32	21	35
PCHCB_0418100	115	386	166	167	140	188	118	75	28	36	67	78
PCHCB_0418200	2199	1790	3810	1950	2232	1958	1564	952	1249	2670	1631	1907
PCHCB_0418300	6923	6363	7719	7373	4618	4972	5582	2486	1806	3922	3088	4251
PCHCB_0418400	3941	3771	6279	3472	4757	4297	3501	2691	2599	5575	2978	4506
